time(s),A,B,C,D
8905,-104,236,128,83
8906,-172,263,47,-117
8907,78,-210,-1,33
8908,195,244,254,293
8909,-205,153,-29,243
8910,267,-241,-220,-240
8911,229,292,-180,-94
8912,3,179,1,-58
8913,114,223,188,260
8914,-81,164,146,-176
8915,250,-110,175,205
8916,-234,70,-229,-224
8917,218,-45,183,123
8918,-152,-86,-51,-195
8919,233,48,81,-217
8920,235,53,265,-135
8921,-201,-297,84,-162
8922,37,-261,161,200
8923,-292,64,-95,-267
8924,122,-231,-93,-112
8925,-236,-2,158,-247
8926,-133,-164,276,241
8927,107,-251,-14,173
8928,-206,87,-182,-128
8929,-48,270,-52,191
8930,87,-228,143,-118
8931,-28,-146,167,-273
8932,208,258,-87,-8
8933,-87,134,-189,2
8934,-64,-221,118,-259
8935,75,8,-192,114
8936,109,-145,-38,-154
8937,-121,180,6,263
8938,7,164,74,-258
8939,-282,-283,127,66
8940,-157,62,264,-152
8941,-135,198,240,-290
8942,65,-65,106,-47
8943,-130,282,162,183
8944,217,-116,-291,262
8945,-202,277,-145,234
8946,121,-99,67,-137
8947,288,51,222,227
8948,151,170,83,236
8949,97,-280,-263,-252
8950,152,-298,298,252
8951,-56,-24,13,-47
8952,203,109,-279,236
8953,-10,-300,-65,-14
8954,-92,175,27,-223
8955,-118,-38,-139,-160
8956,246,-249,-280,-231
8957,-67,39,-172,-35
8958,29,-270,-34,-255
8959,8,-45,233,-10
8960,-137,110,167,-253
8961,-141,167,168,-85
8962,14,6,85,-282
8963,223,217,-185,-163
8964,-110,113,-113,135
8965,47,2,4,-236
8966,205,192,-27,84
8967,296,261,229,297
8968,-156,287,-4,-184
8969,-165,88,-222,-291
8970,24,-183,257,174
8971,92,-140,-112,185
8972,-275,198,259,116
8973,287,29,-295,-201
8974,-96,17,127,128
8975,-88,-269,242,194
8976,246,225,-25,232
8977,220,267,-265,224
8978,-234,196,-174,129
8979,-237,273,120,292
8980,-166,266,204,-169
8981,-73,264,-275,-13
8982,111,-4,2,82
8983,172,15,263,-254
8984,68,241,178,205
8985,-276,75,-284,35
8986,-220,-103,220,-95
8987,-10,248,239,273
8988,-24,-23,-243,-248
8989,171,-253,182,228
8990,-7,49,35,22
8991,-296,-283,55,134
8992,192,209,-296,-184
8993,-209,-224,-268,-246
8994,-128,280,249,-272
8995,-66,-55,182,-180
8996,-99,-8,28,75
8997,-263,97,235,-94
8998,-265,-54,-258,-257
8999,287,285,184,263
9000,-108,-111,8,101
9001,92,253,290,-294
9002,27,-226,239,-218
9003,-52,228,147,23
9004,3,232,253,198
9005,-191,194,-28,268
9006,157,144,270,-185
9007,-74,-3,-238,132
9008,238,-140,-261,211
9009,124,-150,-103,224
9010,-250,80,-57,70
9011,-274,-3,101,-128
9012,-214,202,-146,33
9013,-174,-148,-227,292
9014,64,82,-87,-164
9015,256,-290,-70,-152
9016,247,-296,95,294
9017,-132,-228,-271,-298
9018,-168,-191,129,-55
9019,161,-246,-241,-141
9020,286,7,133,-284
9021,157,-89,283,299
9022,64,219,228,-148
9023,249,134,79,-20
9024,230,36,5,46
9025,90,-115,252,-191
9026,123,264,-27,206
9027,79,-142,-144,88
9028,-238,-48,239,132
9029,150,-168,-123,-178
9030,212,21,287,171
9031,185,163,66,-299
9032,-219,-288,136,-295
9033,-268,-81,-114,-93
9034,161,-25,-221,-53
9035,-37,-179,-101,3
9036,-196,-1,-124,190
9037,83,246,-284,178
9038,50,-262,-46,105
9039,278,13,122,132
9040,-172,48,-201,-130
9041,205,-56,34,15
9042,-123,297,32,4
9043,7,164,-155,21
9044,2,-202,89,123
9045,94,10,124,48
9046,-239,240,2,-157
9047,-148,-118,295,-116
9048,282,41,-85,-201
9049,-174,168,136,-194
9050,-127,-137,-87,27
9051,-36,25,239,290
9052,-274,150,169,-247
9053,-48,125,-172,50
9054,161,-88,-115,-267
9055,-164,-293,242,9
9056,-14,139,-191,272
9057,38,218,161,-264
9058,-282,199,-293,244
9059,87,21,67,-235
9060,71,-57,89,121
9061,-236,194,-102,43
9062,-190,-181,245,167
9063,-287,-289,-176,212
9064,-165,-155,-251,239
9065,-149,277,61,187
9066,242,-115,236,-212
9067,236,164,131,-144
9068,-45,-232,151,276
9069,-9,238,-294,177
9070,-248,60,-240,99
9071,-183,-228,262,141
9072,-160,179,-159,-249
9073,-227,-226,207,-138
9074,-269,18,286,-261
9075,225,-246,106,207
9076,-296,79,-76,-55
9077,-263,108,-217,63
9078,-162,32,136,-59
9079,-75,224,-297,-83
9080,94,-267,-193,-238
9081,40,184,16,273
9082,-166,-274,-71,-230
9083,251,286,160,-19
9084,236,-30,-55,-274
9085,-115,-197,129,266
9086,-9,137,165,-42
9087,183,-112,-272,100
9088,-286,-101,294,-193
9089,15,-61,-144,254
9090,-44,213,-111,291
9091,102,-270,63,-54
9092,196,-137,-221,41
9093,9,297,-83,-35
9094,191,-30,-270,195
9095,-44,-283,186,46
9096,3,122,-153,-23
9097,240,231,176,-274
9098,167,23,111,289
9099,61,-219,-18,22
9100,-104,-240,-166,69
9101,-198,15,-263,-196
9102,-292,4,8,-192
9103,-92,-147,-163,109
9104,-192,109,-297,-238
9105,-277,-2,278,-42
9106,-287,173,-144,255
9107,-16,-300,-297,-216
9108,94,-117,288,39
9109,33,-144,-56,208
9110,-290,47,38,143
9111,-127,-4,207,155
9112,-143,103,263,-12
9113,-259,-140,123,-191
9114,-104,-289,-36,-12
9115,78,95,-217,-149
9116,-273,162,131,290
9117,-114,175,-182,-288
9118,-95,-74,-177,-38
9119,-26,-197,-268,261
9120,-294,-139,-62,216
9121,-212,-164,8,-267
9122,256,-267,-215,-12
9123,-197,75,-102,-186
9124,266,-297,-209,139
9125,36,17,244,125
9126,92,-266,-185,-101
9127,287,-121,-125,-95
9128,4,-214,272,-163
9129,105,23,-22,206
9130,73,-117,61,-137
9131,236,148,-223,86
9132,29,260,-29,8
9133,0,-179,5,-249
9134,298,22,202,12
9135,166,-298,-232,41
9136,276,-271,242,267
9137,-110,-72,-104,-116
9138,113,-43,-70,-146
9139,270,-47,87,67
9140,160,-93,85,-203
9141,194,253,252,-278
9142,-228,-252,-190,196
9143,246,138,266,135
9144,220,289,170,-40
9145,30,203,-90,115
9146,-236,-22,107,128
9147,-90,241,249,210
9148,19,-104,-160,48
9149,177,-140,-278,-256
9150,-185,-85,-237,20
9151,-34,-204,272,-161
9152,213,-16,73,-91
9153,79,-198,-1,-293
9154,267,81,-85,169
9155,40,-13,100,-161
9156,-131,259,-196,-188
9157,-231,164,192,-134
9158,35,32,-117,43
9159,285,-279,-288,69
9160,-293,212,-173,-208
9161,-125,-223,-244,61
9162,-81,-37,-148,116
9163,-299,244,-151,-180
9164,143,-182,-119,85
9165,-168,-66,196,-24
9166,-227,247,175,177
9167,-120,-17,34,243
9168,223,208,81,-205
9169,75,-25,-179,-84
9170,238,-169,-204,-298
9171,92,-144,10,244
9172,124,-28,36,163
9173,72,-144,-59,108
9174,188,-79,-49,-47
9175,-249,-46,91,-229
9176,-117,-51,-207,132
9177,246,-190,126,-100
9178,-56,-221,-73,-64
9179,-273,-300,-21,-60
9180,-53,-211,-272,-61
9181,246,67,-30,262
9182,-202,105,58,54
9183,-61,-145,242,-264
9184,-143,-90,-262,-267
9185,131,-135,-186,59
9186,198,132,-138,144
9187,115,-241,140,175
9188,94,-263,192,-90
9189,84,-169,-58,-49
9190,-228,-274,188,-280
9191,54,-22,-141,117
9192,171,107,-121,249
9193,-273,-25,34,-100
9194,29,-174,232,231
9195,51,-118,-106,-246
9196,-158,160,142,268
9197,145,-247,61,-227
9198,209,94,246,-86
9199,34,-153,143,-129
9200,-205,107,-170,66
9201,-133,286,17,36
9202,-195,-195,-198,274
9203,-69,-212,242,-40
9204,-40,-157,39,83
9205,-239,167,150,-222
9206,-153,-127,-217,-82
9207,-196,-166,208,120
9208,-6,9,-270,-80
9209,160,123,213,-272
9210,-136,-220,75,-232
9211,-187,-168,219,-15
9212,158,18,224,169
9213,-247,138,235,8
9214,254,-217,243,7
9215,115,42,-161,-196
9216,-115,177,234,-67
9217,-232,-136,-27,-27
9218,263,243,-206,-293
9219,-265,-61,87,-184
9220,163,226,-178,-159
9221,74,123,117,255
9222,-271,-275,100,268
9223,179,-280,-210,50
9224,-137,-120,-176,-277
9225,188,284,144,-186
9226,76,-27,-16,66
9227,9,272,260,229
9228,-27,-23,-291,97
9229,255,172,85,-144
9230,283,39,-250,11
9231,-82,-36,-39,175
9232,-137,18,-251,146
9233,139,51,-70,23
9234,203,128,-277,-187
9235,-251,78,-73,156
9236,80,-120,125,191
9237,266,-61,39,-293
9238,275,-40,56,39
9239,129,-84,-296,-27
9240,288,-57,107,234
9241,180,-154,242,214
9242,105,59,89,104
9243,251,-219,117,188
9244,56,226,-24,64
9245,-144,30,-274,199
9246,-232,-290,132,257
9247,-215,266,-168,252
9248,273,-111,15,87
9249,-269,175,194,-92
9250,199,102,-272,262
9251,-58,-35,-145,241
9252,-238,7,213,-36
9253,-111,-134,84,-69
9254,-73,120,-248,66
9255,103,-273,98,132
9256,24,20,216,0
9257,175,-209,67,253
9258,252,206,-205,-289
9259,-251,-181,-40,-292
9260,-83,246,-44,111
9261,-87,17,-238,121
9262,-284,238,-71,-96
9263,176,279,-291,58
9264,-99,-240,237,-218
9265,-112,12,-126,105
9266,-99,-63,156,-250
9267,257,218,138,116
9268,224,12,79,-267
9269,172,-188,89,-152
9270,-130,174,-253,-180
9271,266,-39,-281,-61
9272,-223,112,16,-265
9273,-99,-56,109,293
9274,125,62,-102,27
9275,-91,-270,79,-278
9276,-135,-128,185,-285
9277,-137,-86,183,273
9278,-232,-30,-267,105
9279,106,90,202,129
9280,232,-217,28,223
9281,145,0,283,224
9282,-170,147,-141,-148
9283,186,-99,-202,-205
9284,85,85,-211,-168
9285,295,29,42,-222
9286,170,250,97,228
9287,-292,-129,54,-298
9288,47,251,-99,138
9289,54,-156,158,130
9290,-295,128,26,-197
9291,96,122,-228,-156
9292,167,-89,-207,-68
9293,108,61,-89,-137
9294,-234,-130,-161,29
9295,-75,-253,-198,254
9296,163,211,72,-7
9297,-131,-71,-195,-20
9298,269,121,-49,20
9299,-32,-286,75,32
9300,102,26,-3,-199
9301,-273,285,-54,-296
9302,153,13,-17,84
9303,-208,160,160,-40
9304,101,-293,-290,-175
9305,-142,233,218,-245
9306,260,72,-146,-244
9307,250,112,-62,104
9308,-83,-210,-7,290
9309,-14,125,246,-293
9310,117,-131,128,-233
9311,-95,-291,139,111
9312,200,-264,127,-82
9313,-94,-18,243,-253
9314,-271,239,222,278
9315,-256,80,-193,179
9316,-23,235,75,236
9317,-9,-163,-20,-152
9318,281,116,268,163
9319,207,-48,-163,116
9320,-16,-57,-92,250
9321,-105,-212,49,283
9322,286,-136,292,-113
9323,286,-129,161,141
9324,43,-78,-218,181
9325,243,-159,-25,257
9326,226,50,170,-287
9327,69,-137,-9,-286
9328,3,90,286,77
9329,-103,155,216,-171
9330,276,234,174,197
9331,70,-23,5,-155
9332,218,-220,-177,-240
9333,84,33,225,-282
9334,-127,-229,10,146
9335,-115,298,-139,102
9336,-275,268,-274,237
9337,98,294,219,48
9338,149,145,-89,197
9339,-37,-185,179,117
9340,208,120,-108,-165
9341,-58,-233,-53,150
9342,280,171,234,-44
9343,4,273,293,240
9344,89,40,-60,162
9345,-266,-133,265,294
9346,-80,-9,-160,90
9347,110,267,176,213
9348,47,-26,-37,-103
9349,-178,257,263,-300
9350,30,-97,161,-31
9351,237,-12,-131,-187
9352,-18,298,272,-152
9353,171,-164,217,-77
9354,-87,289,-184,157
9355,53,55,-61,12
9356,-21,278,-64,255
9357,-144,-217,-38,-259
9358,-244,229,291,23
9359,140,269,30,138
9360,-68,-32,14,-5
9361,-10,-133,283,-22
9362,180,-155,37,-253
9363,42,21,272,111
9364,230,38,-243,128
9365,-183,272,-95,-23
9366,-9,-282,-205,-264
9367,217,186,-258,295
9368,296,190,-255,211
9369,-127,150,84,-206
9370,-297,-214,153,154
9371,205,-299,-108,-188
9372,247,217,156,23
9373,-63,-29,285,-287
9374,-82,67,-100,182
9375,267,274,-196,148
9376,-298,-45,-267,-127
9377,-33,-32,264,-255
9378,-195,83,59,-218
9379,-214,-275,54,9
9380,-143,131,-276,41
9381,-67,-197,251,178
9382,-131,18,-264,-6
9383,10,209,-133,257
9384,-235,-80,142,-86
9385,-108,-296,113,-222
9386,-104,-105,-176,-109
9387,67,-10,-290,-106
9388,229,-293,5,100
9389,104,108,294,286
9390,162,124,-131,181
9391,-71,-167,-199,32
9392,-112,-6,289,56
9393,-277,213,-265,76
9394,152,-142,-115,51
9395,-192,0,220,-13
9396,-108,66,-168,-135
9397,-36,-131,-65,-24
9398,-296,131,-121,-13
9399,55,9,199,-8
9400,101,-146,168,85
9401,-92,66,-127,28
9402,266,-116,-109,257
9403,61,-120,272,-213
9404,179,-120,-113,186
9405,-278,223,119,75
9406,178,-286,-256,-128
9407,244,299,42,-146
9408,-295,-49,-212,-247
9409,-206,109,-162,-243
9410,280,-112,91,-202
9411,13,298,124,121
9412,-108,213,-71,-235
9413,206,-62,201,70
9414,-196,-195,246,281
9415,31,-249,-13,135
9416,124,-165,167,-201
9417,-241,132,-39,-69
9418,-2,-122,-281,202
9419,-149,267,-242,-298
9420,138,198,20,-67
9421,4,77,187,113
9422,-257,90,110,18
9423,-160,87,140,-44
9424,-16,-129,28,-37
9425,-245,-72,-37,193
9426,11,90,-65,65
9427,-106,89,27,99
9428,257,-226,-22,207
9429,6,-52,227,-115
9430,-66,-73,-154,-253
9431,105,169,-163,-215
9432,292,140,36,-117
9433,-92,59,190,132
9434,223,-182,-79,114
9435,135,210,-142,-46
9436,-196,296,-17,-143
9437,47,-94,-292,-139
9438,72,-197,-16,-125
9439,82,128,-187,283
9440,-206,208,-4,126
9441,-176,43,12,101
9442,-226,21,149,-171
9443,-90,-197,157,284
9444,100,175,277,138
9445,199,-50,-278,-244
9446,197,-6,85,-236
9447,-251,53,63,-130
9448,210,12,-121,109
9449,-131,-198,219,-184
9450,-239,-196,63,-55
9451,198,172,258,-77
9452,210,213,-134,253
9453,176,76,260,-235
9454,132,73,-83,-155
9455,-135,12,-2,69
9456,-257,-205,131,270
9457,15,-44,92,116
9458,23,-297,-76,-123
9459,108,66,-250,-130
9460,201,105,-50,-5
9461,148,-89,113,11
9462,62,-135,-36,249
9463,-26,159,111,95
9464,-221,111,-104,64
9465,-47,117,-156,245
9466,-113,-200,-207,186
9467,-42,62,136,-266
9468,-72,77,244,165
9469,-168,248,-72,-215
9470,26,-78,-297,17
9471,192,-187,208,56
9472,-207,-195,-138,139
9473,81,-181,-51,143
9474,75,-11,111,247
9475,287,-240,223,-278
9476,203,252,248,234
9477,233,110,95,267
9478,192,-205,-270,-215
9479,224,94,-279,-88
9480,160,-119,35,-174
9481,117,-90,-281,44
9482,130,223,-286,194
9483,-29,-192,-123,105
9484,-179,116,15,120
9485,143,-117,233,52
9486,101,243,257,222
9487,84,218,-205,-36
9488,-86,51,268,-27
9489,-189,235,-16,172
9490,-14,22,139,47
9491,78,-231,-4,67
9492,-273,26,-265,-9
9493,-134,-272,191,248
9494,129,-264,-98,230
9495,-47,-284,-100,-99
9496,166,-7,-240,-114
9497,-117,-269,97,-56
9498,231,-78,-62,-289
9499,-202,-111,-261,-47
9500,-52,146,-238,132
9501,18,280,264,152
9502,-228,-243,-117,-27
9503,59,-17,-19,-79
9504,-190,106,-116,-195
9505,91,-11,191,189
9506,-299,-263,-48,63
9507,240,-15,165,-40
9508,-129,-11,128,260
9509,-219,34,-229,206
9510,-72,132,-134,-227
9511,-164,269,-92,-241
9512,-227,188,-164,98
9513,282,-45,-28,89
9514,65,-109,161,-88
9515,286,166,102,-13
9516,198,295,-40,-17
9517,-31,-281,-19,-165
9518,31,-107,-248,-63
9519,-170,-266,1,114
9520,-169,254,-1,83
9521,142,-190,238,-117
9522,-191,-281,132,-166
9523,-280,-139,-48,224
9524,205,-113,-290,232
9525,65,-88,47,-171
9526,228,-25,-96,-138
9527,109,-206,129,-28
9528,-93,-191,242,34
9529,76,26,163,208
9530,260,57,-42,-232
9531,-32,112,56,261
9532,49,126,-83,63
9533,-2,209,43,-48
9534,-28,171,65,-4
9535,-136,-51,60,-153
9536,128,187,283,254
9537,-192,115,-119,63
9538,280,16,118,-80
9539,-219,-88,92,10
9540,246,-231,-126,-275
9541,87,-160,-201,263
9542,-12,8,78,-240
9543,-184,-96,216,101
9544,193,-201,62,-224
9545,184,21,61,-266
9546,202,-80,63,204
9547,-177,-241,-138,131
9548,160,-35,-260,225
9549,99,-60,-19,11
9550,-164,-294,-177,284
9551,252,-115,-182,-197
9552,132,90,63,220
9553,-63,-99,-57,-236
9554,47,122,-299,195
9555,102,79,-54,-52
9556,11,199,206,-13
9557,192,147,-145,-49
9558,-55,-106,53,102
9559,-135,-63,-237,213
9560,-4,203,-275,41
9561,-73,42,-124,84
9562,-204,290,-102,-86
9563,-247,-35,123,39
9564,-120,1,-163,-12
9565,-104,-31,272,-285
9566,-288,73,163,232
9567,158,128,261,-165
9568,-184,27,27,-137
9569,36,252,171,-17
9570,-203,294,-241,239
9571,145,-40,-95,9
9572,91,-12,-40,-64
9573,-165,-172,-41,274
9574,29,189,53,237
9575,163,-15,110,-176
9576,104,-219,-167,147
9577,-168,-68,92,216
9578,-281,-132,145,207
9579,237,255,-64,-14
9580,-13,-218,-10,-45
9581,138,-147,-71,33
9582,140,295,-275,-4
9583,66,193,-32,-71
9584,229,58,93,-62
9585,-118,198,88,199
9586,27,296,292,-132
9587,-293,287,1,163
9588,277,-190,299,-296
9589,131,167,-59,-18
9590,63,65,-285,264
9591,87,-122,-27,278
9592,153,226,-277,-271
9593,110,212,-238,-102
9594,-257,5,42,115
9595,11,145,22,112
9596,95,-82,-24,-109
9597,-166,58,-168,-275
9598,177,244,-17,-169
9599,-211,-234,149,-197
9600,151,-26,180,194
9601,-105,222,238,273
9602,107,157,111,-83
9603,119,-47,-84,-211
9604,35,-287,-182,-233
9605,-187,123,-68,-97
9606,214,-63,-209,13
9607,-109,96,171,181
9608,-151,155,165,-252
9609,133,271,-166,-78
9610,18,94,232,-187
9611,-120,1,-193,-78
9612,-244,158,231,-179
9613,-270,-49,-73,298
9614,-239,-65,-82,78
9615,-247,224,-179,217
9616,102,-127,166,143
9617,-60,299,54,269
9618,-78,158,44,133
9619,-103,237,138,-199
9620,97,173,104,123
9621,-137,-72,217,172
9622,-299,-73,-50,16
9623,-29,174,-262,-276
9624,136,-87,152,155
9625,-87,74,-189,104
9626,117,82,-282,246
9627,92,-212,107,58
9628,-96,-164,-271,-226
9629,-122,162,176,-106
9630,223,-239,-238,116
9631,191,94,160,164
9632,-13,-197,42,173
9633,132,73,-160,-92
9634,-282,33,118,-32
9635,-148,-270,-138,-153
9636,130,148,-93,-198
9637,158,137,-184,55
9638,248,233,-156,-295
9639,-186,163,-244,9
9640,297,-75,-263,101
9641,192,265,-215,194
9642,291,-211,-83,-57
9643,255,-134,-79,-186
9644,-188,-293,-153,212
9645,277,-142,-264,-88
9646,-270,-4,-251,-194
9647,144,-197,-190,167
9648,-64,291,252,145
9649,-249,-92,-189,-190
9650,162,75,-165,-89
9651,43,-165,168,-207
9652,-31,-280,-144,83
9653,83,-133,104,-283
9654,-58,265,-258,-23
9655,152,261,-53,153
9656,6,-280,113,70
9657,-118,75,15,-85
9658,94,279,-272,82
9659,-178,90,33,186
9660,-27,-229,34,295
9661,-215,-237,135,-18
9662,-49,-20,-170,284
9663,-241,10,-24,184
9664,99,264,182,-297
9665,-160,-15,7,-192
9666,280,192,38,-178
9667,-273,263,-190,16
9668,177,-280,-271,192
9669,22,224,-85,-291
9670,-264,79,-235,-74
9671,220,-160,62,-96
9672,-47,-206,176,-45
9673,68,153,77,161
9674,-162,58,-88,211
9675,222,-201,-196,293
9676,-211,-137,122,-242
9677,58,185,-249,-46
9678,-127,158,-112,76
9679,154,-224,-107,110
9680,-238,237,-116,-215
9681,243,117,0,168
9682,105,-217,232,-99
9683,79,280,298,-150
9684,53,106,-191,4
9685,-201,-164,-105,-25
9686,-191,95,259,296
9687,286,-281,-102,47
9688,-138,157,-55,111
9689,-278,276,169,-265
9690,212,158,245,290
9691,-278,26,-143,177
9692,38,-115,67,-19
9693,-18,8,-172,-140
9694,191,284,221,51
9695,-40,-137,-191,-39
9696,286,287,217,-29
9697,-152,127,-81,-292
9698,99,-270,-118,-74
9699,-149,232,2,6
9700,226,160,-161,-18
9701,-212,271,180,222
9702,-155,274,104,244
9703,71,234,159,-231
9704,-266,46,-155,298
9705,242,-144,-206,-265
9706,121,-210,229,-280
9707,109,-95,-87,70
9708,89,-105,-65,-268
9709,215,103,-55,-215
9710,108,224,-203,107
9711,-286,210,233,-259
9712,150,264,16,-127
9713,243,-25,-261,-189
9714,-151,216,167,-157
9715,-141,-7,-114,290
9716,65,116,-273,92
9717,-258,-109,226,-213
9718,32,-284,8,234
9719,203,145,75,82
9720,-198,294,60,-233
9721,222,70,-298,91
9722,-121,163,-113,273
9723,209,-245,101,-160
9724,-65,13,-234,217
9725,-25,151,-215,-56
9726,-258,257,17,-214
9727,-289,-227,245,223
9728,-162,-21,-129,236
9729,89,107,-61,210
9730,-282,102,203,81
9731,83,180,47,282
9732,-176,-93,-261,258
9733,211,255,-99,-166
9734,-105,88,209,203
9735,168,146,-216,0
9736,232,116,-183,260
9737,-211,117,76,-93
9738,180,13,-96,-236
9739,250,-221,-46,223
9740,-103,-44,-42,207
9741,-214,-54,-118,-86
9742,253,268,-55,-189
9743,-61,3,274,95
9744,284,103,114,-64
9745,285,244,-300,275
9746,68,-101,145,-166
9747,268,46,69,286
9748,-158,-215,117,-159
9749,173,-5,159,-235
9750,-244,-9,100,-142
9751,-45,-172,117,-232
9752,-267,193,-91,116
9753,256,-57,154,268
9754,-55,-175,-198,-174
9755,121,-38,186,-219
9756,-80,-45,117,-109
9757,-89,104,-165,47
9758,178,-71,-144,-289
9759,-236,119,19,57
9760,-103,-183,68,38
9761,-294,60,-90,-40
9762,-252,126,267,56
9763,137,-70,181,-195
9764,-251,-76,17,150
9765,-260,-133,118,-65
9766,-129,290,-48,-100
9767,-79,94,-226,164
9768,175,-281,-213,-80
9769,113,253,117,-155
9770,-172,-233,-239,135
9771,-47,92,208,141
9772,-286,-135,-231,161
9773,47,-85,274,-169
9774,82,-171,239,-77
9775,244,-100,73,257
9776,-107,187,-94,29
9777,136,-80,-184,90
9778,221,174,-197,168
9779,-231,-64,0,137
9780,113,194,-86,-159
9781,-204,105,159,67
9782,-192,-206,23,27
9783,112,-3,-278,-275
9784,-258,-45,28,256
9785,27,95,-101,-233
9786,-39,-236,299,-108
9787,-127,216,4,-246
9788,46,-77,188,-185
9789,-234,-142,218,157
9790,-251,272,-152,237
9791,-140,-198,151,-236
9792,240,47,204,291
9793,146,-28,4,27
9794,-37,-36,259,139
9795,-205,-9,-168,125
9796,56,-219,-230,-277
9797,115,10,269,-87
9798,-137,-9,28,-134
9799,147,-268,4,113
9800,-139,235,-9,230
9801,-25,-299,-272,-62
9802,123,130,275,32
9803,274,-132,-164,-230
9804,3,-173,-254,2
9805,-12,-283,-144,192
9806,207,63,141,112
9807,56,-213,285,45
9808,144,-286,-269,-109
9809,-33,184,-150,151
9810,12,-32,-37,84
9811,-202,-149,-1,270
9812,-240,-64,228,-153
9813,246,83,133,-58
9814,-15,-51,-20,276
9815,-96,243,68,-111
9816,36,-276,290,-110
9817,226,-83,233,60
9818,123,-167,276,20
9819,-166,149,-259,-119
9820,-110,123,-14,-233
9821,45,139,78,97
9822,-249,-138,-115,-109
9823,258,-208,-59,-195
9824,283,138,152,144
9825,-103,170,-219,58
9826,206,-133,-201,103
9827,-217,-99,149,-42
9828,288,-258,260,-84
9829,-46,157,62,-156
9830,279,-119,62,131
9831,231,-265,16,68
9832,-236,52,149,46
9833,-282,-60,238,168
9834,168,-7,270,75
9835,-5,-34,-84,-33
9836,-236,-210,100,40
9837,85,264,-101,-259
9838,-239,261,119,-11
9839,226,-47,-111,67
9840,-218,75,285,-62
9841,273,-33,-33,-267
9842,-171,194,279,271
9843,51,136,204,-105
9844,-259,243,-79,100
9845,-298,132,-228,-173
9846,-273,-66,-268,151
9847,173,177,-233,-36
9848,-80,-116,-15,-232
9849,-181,-273,36,-278
9850,222,88,-174,-244
9851,189,-87,-49,-287
9852,146,104,-264,-81
9853,270,-88,111,89
9854,-208,-237,-149,-214
9855,-101,252,-25,-100
9856,103,177,176,-114
9857,269,181,93,252
9858,149,2,68,-158
9859,-260,-115,-20,40
9860,253,135,-231,-297
9861,-228,-69,254,-151
9862,216,144,121,-111
9863,54,39,35,-166
9864,240,106,202,235
9865,105,277,68,-238
9866,261,172,-204,180
9867,-275,-8,-61,152
9868,-70,203,-288,-121
9869,-129,216,65,17
9870,120,263,25,41
9871,92,-89,-137,7
9872,298,-202,83,112
9873,-65,224,-187,-81
9874,-166,-84,-217,-130
9875,-227,182,-132,56
9876,-168,-50,50,154
9877,33,106,162,261
9878,271,-10,196,-145
9879,-221,27,109,283
9880,-255,60,101,-163
9881,15,227,292,139
9882,-276,-74,-87,246
9883,-131,-69,-63,-251
9884,-141,290,-213,-86
9885,-81,-275,187,134
9886,-28,39,130,-275
9887,-258,-110,236,-261
9888,-189,-65,-257,243
9889,186,-197,-105,-159
9890,85,139,113,-74
9891,166,-179,13,87
9892,-281,139,118,10
9893,-52,-288,-249,-238
9894,-18,-31,9,274
9895,-183,123,97,-24
9896,7,-127,-65,171
9897,-9,286,-277,233
9898,72,-77,-42,-273
9899,166,82,80,284
9900,-29,-24,-142,-113
9901,20,-253,241,-272
9902,-31,206,-216,-184
9903,174,276,-280,23
9904,-262,165,-25,96
9905,-231,240,30,196
9906,70,227,-20,-178
9907,245,-158,-171,-259
9908,237,286,63,275
9909,-224,96,-27,52
9910,177,-159,-23,176
9911,-71,168,272,50
9912,-82,188,-151,199
9913,142,201,-224,86
